Attendance,Previous qualification,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Average Grade,Unemployment rate,Inflation rate,GDP,Target
1,1,19,24,13,13,0,0,0,1,0,35,0,12,7.6,2.6,0.32,1
1,6,19,24,1,1,1,0,1,0,0,34,0,12,7.6,2.6,0.32,0
1,6,20,25,7,7,1,0,1,1,0,34,0,11,7.6,2.6,0.32,1
1,1,23,27,10,9,1,0,1,0,0,34,0,11,7.6,2.6,0.32,1
1,1,13,27,8,11,0,0,1,0,0,34,0,13,7.6,2.6,0.32,0
0,1,22,27,10,4,0,0,1,0,0,34,0,11,7.6,2.6,0.32,0
1,9,22,27,10,10,0,0,1,0,0,34,0,12,7.6,2.6,0.32,0
1,1,22,27,10,10,1,0,1,1,0,34,0,12,7.6,2.6,0.32,0
1,1,22,27,12,12,0,0,1,1,0,33,0,13,7.6,2.6,0.32,0
1,1,22,28,8,4,1,0,1,1,0,33,0,5,7.6,2.6,0.32,1
1,12,23,1,6,4,0,1,1,0,0,33,0,12,7.6,2.6,0.32,1
0,3,19,24,13,13,1,0,0,1,0,33,0,0,7.6,2.6,0.32,1
0,1,19,24,1,1,1,1,1,1,0,33,0,5,7.6,2.6,0.32,1
1,1,13,27,10,5,1,0,1,1,0,33,0,13,7.6,2.6,0.32,0
0,1,22,27,4,11,0,0,1,0,0,33,0,10,7.6,2.6,0.32,0
0,1,19,24,1,1,0,0,1,0,0,33,0,11,7.6,2.6,0.32,0
1,1,13,16,12,12,0,0,1,0,0,33,1,12,7.6,2.6,0.32,1
0,11,19,1,12,3,0,0,1,0,0,32,0,12,7.6,2.6,0.32,0
0,1,22,27,10,10,1,0,1,1,0,32,0,0,7.6,2.6,0.32,1
1,1,19,24,1,1,0,0,1,1,0,32,0,12,7.6,2.6,0.32,0
0,1,19,24,1,1,0,0,1,0,0,32,0,0,7.6,2.6,0.32,1
0,1,22,14,10,10,1,0,1,1,0,32,0,15,7.6,2.6,0.32,0
0,1,22,27,10,10,1,0,1,1,0,32,0,0,7.6,2.6,0.32,1
1,1,22,20,1,5,0,0,0,1,0,32,0,6,7.6,2.6,0.32,1
1,3,3,5,3,3,1,0,1,0,0,32,0,16,7.6,2.6,0.32,1
0,1,19,5,1,2,1,0,1,0,0,31,0,0,7.6,2.6,0.32,1
1,1,22,27,10,10,1,0,1,0,0,31,0,11,7.6,2.6,0.32,1
0,3,19,24,1,1,0,0,1,1,0,31,0,13,7.6,2.6,0.32,0
1,1,13,1,2,12,1,1,0,0,0,31,0,13,7.6,2.6,0.32,1
1,1,10,14,10,10,0,0,0,1,0,31,0,12,7.6,2.6,0.32,1
1,2,19,24,1,1,1,0,1,0,0,31,0,12,7.6,2.6,0.32,1
1,12,19,24,13,13,0,0,1,1,0,31,0,0,7.6,2.6,0.32,1
0,1,22,27,10,10,0,0,1,0,0,31,0,11,7.6,2.6,0.32,0
1,1,22,28,10,10,0,1,0,0,0,30,0,12,7.6,2.6,0.32,1
0,1,1,2,5,4,0,0,1,0,0,30,0,14,7.6,2.6,0.32,0
0,1,22,28,12,8,1,0,1,0,0,30,0,14,7.6,2.6,0.32,1
1,1,22,27,6,8,1,0,1,1,0,30,0,11,7.6,2.6,0.32,1
1,6,1,1,12,4,1,0,1,1,0,30,0,0,7.6,2.6,0.32,1
0,1,22,27,10,10,1,0,1,1,0,30,0,11,7.6,2.6,0.32,0
1,1,13,14,1,6,0,1,1,1,0,30,0,0,7.6,2.6,0.32,1
1,1,22,27,6,6,0,0,1,1,0,30,0,0,7.6,2.6,0.32,1
1,12,19,24,1,1,0,0,1,1,0,30,0,13,7.6,2.6,0.32,0
0,3,22,24,1,1,0,0,1,0,0,30,0,13,7.6,2.6,0.32,0
0,1,19,24,1,1,1,0,1,1,0,30,0,6,7.6,2.6,0.32,1
0,8,19,24,1,1,1,0,1,0,0,30,0,12,7.6,2.6,0.32,0
0,9,22,1,10,5,0,0,1,1,0,30,0,11,7.6,2.6,0.32,1
1,3,5,4,3,1,0,1,0,0,0,29,0,12,7.6,2.6,0.32,1
1,7,19,26,1,12,0,0,1,1,0,29,0,0,7.6,2.6,0.32,1
0,1,19,24,1,1,1,0,1,1,0,29,0,0,7.6,2.6,0.32,1
0,6,19,24,1,1,0,1,1,0,0,29,0,11,7.6,2.6,0.32,1
0,1,22,27,10,10,0,0,1,1,0,29,0,0,7.6,2.6,0.32,0
1,1,9,9,12,5,1,0,1,1,0,29,0,11,7.6,2.6,0.32,1
0,9,19,24,1,13,0,0,1,0,0,29,0,11,7.6,2.6,0.32,0
1,1,19,24,1,1,1,0,1,0,0,28,0,0,7.6,2.6,0.32,1
1,7,19,24,1,1,1,0,0,0,0,28,0,0,7.6,2.6,0.32,1
1,3,19,24,1,1,0,0,1,0,0,28,0,0,7.6,2.6,0.32,1
1,1,19,24,1,1,0,0,1,0,0,28,0,12,7.6,2.6,0.32,0
0,1,19,24,12,12,1,0,1,0,0,28,0,0,7.6,2.6,0.32,1
1,1,19,24,1,1,1,0,0,1,0,28,0,12,7.6,2.6,0.32,1
0,1,13,27,6,6,0,0,1,0,0,28,0,12,7.6,2.6,0.32,0
1,1,23,27,5,5,1,0,1,1,1,28,0,14,7.6,2.6,0.32,0
1,12,22,27,1,1,1,0,1,1,0,28,0,13,7.6,2.6,0.32,0
1,7,23,1,6,5,1,0,1,1,0,28,0,13,7.6,2.6,0.32,1
0,1,23,27,6,7,0,0,1,0,0,28,0,11,7.6,2.6,0.32,0
1,3,22,27,10,10,0,0,1,0,0,28,0,12,7.6,2.6,0.32,1
1,1,22,3,10,4,1,0,1,1,0,28,0,11,7.6,2.6,0.32,0
1,1,22,26,12,8,0,0,1,1,0,28,0,12,7.6,2.6,0.32,1
1,7,19,24,1,1,0,0,1,1,0,28,0,0,7.6,2.6,0.32,1
0,1,13,14,10,10,0,0,1,0,0,28,0,12,7.6,2.6,0.32,0
1,1,22,14,10,6,0,0,1,0,0,27,0,13,7.6,2.6,0.32,0
0,1,19,24,1,1,1,0,1,0,0,27,0,12,7.6,2.6,0.32,1
0,3,22,27,10,10,0,0,1,1,0,27,0,14,7.6,2.6,0.32,0
1,1,1,27,10,10,1,0,1,1,0,27,0,14,7.6,2.6,0.32,0
1,1,13,27,5,9,0,0,1,1,0,27,0,12,7.6,2.6,0.32,0
1,1,22,27,10,10,1,1,0,1,0,27,1,0,7.6,2.6,0.32,1
1,1,22,27,1,1,1,0,1,0,0,27,0,11,7.6,2.6,0.32,1
1,12,19,24,1,1,1,0,0,1,0,27,0,11,7.6,2.6,0.32,1
1,9,19,24,13,13,0,1,0,1,0,27,0,0,7.6,2.6,0.32,1
1,12,19,24,1,1,1,0,1,1,0,27,0,0,7.6,2.6,0.32,1
0,1,22,27,10,10,0,0,1,0,0,27,0,5,7.6,2.6,0.32,1
0,1,22,27,10,10,1,0,1,0,0,27,0,0,7.6,2.6,0.32,1
1,1,22,27,10,8,1,0,1,0,1,26,0,14,7.6,2.6,0.32,0
1,1,3,1,3,10,1,0,1,1,0,26,0,12,7.6,2.6,0.32,1
1,1,19,24,1,1,1,0,1,1,0,26,0,0,7.6,2.6,0.32,1
1,1,19,27,1,1,0,0,1,0,0,26,0,6,7.6,2.6,0.32,1
1,12,22,27,10,8,0,0,1,0,1,26,0,11,7.6,2.6,0.32,0
1,1,22,27,10,10,0,0,1,1,0,26,0,13,7.6,2.6,0.32,0
1,1,7,14,5,5,0,0,1,1,1,26,0,0,7.6,2.6,0.32,1
0,1,3,4,3,3,0,0,0,1,0,26,0,11,7.6,2.6,0.32,1
0,12,22,27,6,6,1,0,1,0,1,26,0,12,7.6,2.6,0.32,0
0,3,7,7,12,12,0,0,1,0,0,26,0,13,7.6,2.6,0.32,0
1,1,22,27,10,7,1,0,1,0,0,26,0,12,7.6,2.6,0.32,0
0,1,22,27,10,4,0,0,1,1,0,26,0,12,7.6,2.6,0.32,0
0,1,19,24,1,1,1,0,1,0,0,26,0,11,7.6,2.6,0.32,1
1,1,19,24,1,1,0,0,1,1,0,26,0,11,7.6,2.6,0.32,1
1,1,19,24,1,1,0,0,1,0,0,25,0,0,7.6,2.6,0.32,1
0,1,19,27,10,12,1,0,1,0,0,25,0,13,7.6,2.6,0.32,0
1,1,19,24,1,1,0,0,1,1,0,25,0,14,7.6,2.6,0.32,0
1,1,19,1,1,3,0,0,1,1,0,25,0,0,7.6,2.6,0.32,1
1,1,19,24,1,1,0,0,1,0,0,25,0,6,7.6,2.6,0.32,1
0,1,22,27,10,7,0,1,1,1,0,25,0,12,7.6,2.6,0.32,0
0,12,23,14,1,11,0,1,0,0,0,25,0,13,7.6,2.6,0.32,0
1,1,22,14,10,10,1,0,1,1,0,25,0,13,7.6,2.6,0.32,0
1,1,22,27,10,10,1,0,1,1,0,25,0,11,7.6,2.6,0.32,1
1,1,3,27,3,7,1,0,1,0,0,25,0,13,7.6,2.6,0.32,0
0,1,23,28,5,6,0,0,1,0,0,24,0,13,7.6,2.6,0.32,0
1,1,10,3,5,4,1,0,1,0,0,24,0,0,7.6,2.6,0.32,1
1,9,1,1,5,5,0,0,1,0,0,24,0,13,7.6,2.6,0.32,0
1,12,23,28,10,9,1,0,1,1,0,24,0,13,7.6,2.6,0.32,0
1,1,19,24,1,1,0,0,1,1,0,24,0,0,7.6,2.6,0.32,1
1,1,23,27,8,8,0,0,1,1,0,24,0,7,7.6,2.6,0.32,1
1,1,22,27,10,10,0,0,1,1,0,24,0,13,7.6,2.6,0.32,0
1,1,10,2,5,3,0,1,0,0,0,24,0,7,7.6,2.6,0.32,1
0,1,19,24,1,1,0,0,1,0,0,24,0,12,7.6,2.6,0.32,0
1,1,19,24,1,1,0,0,1,0,0,24,0,12,7.6,2.6,0.32,1
1,1,19,24,1,1,1,0,1,0,0,24,0,12,7.6,2.6,0.32,1
1,3,13,27,12,12,0,0,1,1,0,24,0,7,7.6,2.6,0.32,1
1,1,22,27,10,10,1,0,1,0,0,23,0,11,7.6,2.6,0.32,1
1,1,22,27,10,10,1,0,1,0,0,23,0,11,7.6,2.6,0.32,1
0,1,22,2,10,5,1,0,0,1,0,23,0,11,7.6,2.6,0.32,1
1,1,13,27,5,7,1,0,1,1,0,23,0,0,7.6,2.6,0.32,1
1,1,13,14,1,1,0,0,1,1,0,23,0,13,7.6,2.6,0.32,0
1,1,7,14,5,4,0,0,1,0,0,23,0,11,7.6,2.6,0.32,0
1,3,13,28,5,11,1,0,1,0,0,23,0,14,7.6,2.6,0.32,0
1,1,22,26,5,12,0,0,1,1,0,23,0,14,7.6,2.6,0.32,0
1,1,22,14,10,6,1,0,1,0,1,23,0,13,7.6,2.6,0.32,0
1,1,3,3,1,2,1,0,1,1,0,23,0,6,7.6,2.6,0.32,1
1,1,19,3,8,3,1,1,0,1,0,23,0,0,7.6,2.6,0.32,1
0,1,22,14,10,5,0,0,1,1,0,23,0,13,7.6,2.6,0.32,0
1,1,19,27,10,10,1,0,1,1,0,23,0,11,7.6,2.6,0.32,0
1,1,13,28,10,10,1,0,1,1,0,23,0,12,7.6,2.6,0.32,0
1,1,19,24,12,12,0,1,1,0,0,23,1,14,7.6,2.6,0.32,1
1,3,22,27,10,10,0,0,1,0,0,23,0,0,7.6,2.6,0.32,1
1,1,2,14,4,10,0,0,1,1,0,23,0,13,7.6,2.6,0.32,0
1,1,19,24,13,13,1,0,0,1,0,23,0,0,7.6,2.6,0.32,1
1,1,3,3,3,3,1,0,1,0,0,23,0,13,7.6,2.6,0.32,0
1,1,22,27,6,10,1,0,1,0,0,23,0,11,7.6,2.6,0.32,1
1,1,23,28,10,6,0,0,1,0,0,23,0,13,7.6,2.6,0.32,0
1,1,23,27,10,10,1,0,1,1,0,22,0,6,7.6,2.6,0.32,1
1,1,13,28,10,6,1,0,1,1,0,22,0,0,7.6,2.6,0.32,0
1,1,3,5,1,3,1,0,0,1,1,22,0,0,7.6,2.6,0.32,1
0,1,13,9,1,1,1,0,1,0,0,22,0,13,7.6,2.6,0.32,0
1,1,22,24,12,1,0,1,1,0,0,22,0,12,7.6,2.6,0.32,0
0,1,2,27,5,10,1,0,1,1,0,22,0,12,7.6,2.6,0.32,0
1,1,9,24,6,1,1,0,1,0,0,22,0,11,7.6,2.6,0.32,1
0,1,1,14,5,13,1,0,1,1,0,22,0,12,7.6,2.6,0.32,0
1,1,13,28,5,6,1,0,1,1,0,22,0,12,7.6,2.6,0.32,0
1,1,1,1,12,12,0,0,1,0,0,22,0,0,7.6,2.6,0.32,1
1,1,1,27,6,10,1,0,1,1,0,22,0,10,7.6,2.6,0.32,1
0,1,1,3,5,3,0,0,0,1,0,22,0,11,7.6,2.6,0.32,1
1,1,22,27,10,10,1,0,1,1,1,22,0,12,7.6,2.6,0.32,0
1,1,3,3,3,3,1,0,1,1,0,22,0,0,7.6,2.6,0.32,0
1,1,1,1,5,10,1,0,1,0,0,22,0,12,7.6,2.6,0.32,0
1,1,1,14,6,10,0,0,1,1,0,22,0,12,7.6,2.6,0.32,0
1,1,22,27,10,10,0,0,1,0,0,22,0,12,7.6,2.6,0.32,0
1,1,1,1,6,6,1,0,1,0,1,22,0,12,7.6,2.6,0.32,1
0,1,22,27,10,10,1,0,1,0,0,22,0,12,7.6,2.6,0.32,0
1,1,17,28,12,4,1,0,1,0,1,22,0,15,7.6,2.6,0.32,0
1,1,1,27,5,10,1,1,1,0,0,22,0,13,7.6,2.6,0.32,0
1,1,13,14,6,6,1,0,1,0,0,22,0,10,7.6,2.6,0.32,1
1,1,22,14,10,10,1,0,1,0,0,22,0,12,7.6,2.6,0.32,0
1,1,3,27,4,4,1,0,1,0,0,22,1,12,7.6,2.6,0.32,1
1,1,13,1,1,5,1,0,1,1,0,22,0,5,7.6,2.6,0.32,1
1,1,2,2,19,17,1,0,1,1,0,22,0,12,7.6,2.6,0.32,1
1,1,22,27,10,10,1,0,0,1,0,22,0,0,7.6,2.6,0.32,1
1,6,1,14,5,11,0,0,1,1,0,22,0,13,7.6,2.6,0.32,0
1,1,22,28,10,10,1,0,1,0,1,22,0,14,7.6,2.6,0.32,0
1,1,3,2,3,3,0,0,1,1,0,22,0,11,7.6,2.6,0.32,0
1,1,1,1,5,6,0,0,1,0,0,21,0,12,7.6,2.6,0.32,0
1,1,13,27,2,4,0,0,1,0,0,21,0,7,7.6,2.6,0.32,1
0,1,23,28,1,1,0,0,1,0,0,21,0,12,7.6,2.6,0.32,0
1,1,19,24,1,1,1,0,1,0,0,21,0,11,7.6,2.6,0.32,1
1,1,13,28,5,9,1,0,1,0,1,21,0,14,7.6,2.6,0.32,0
1,1,1,14,4,6,1,0,1,0,0,21,0,12,7.6,2.6,0.32,0
1,1,22,1,4,6,0,0,1,0,0,21,0,11,7.6,2.6,0.32,0
1,1,23,12,1,1,1,0,1,0,0,21,0,13,7.6,2.6,0.32,0
1,1,23,14,10,6,1,0,1,0,0,21,0,11,7.6,2.6,0.32,0
1,1,1,14,5,12,0,0,0,0,0,21,0,11,7.6,2.6,0.32,1
1,1,3,14,10,10,0,0,1,0,0,21,0,11,7.6,2.6,0.32,0
1,1,22,27,1,1,1,0,1,0,0,21,0,12,7.6,2.6,0.32,0
1,1,10,1,2,12,0,0,1,0,0,21,0,14,7.6,2.6,0.32,0
1,1,22,28,5,5,1,0,1,1,0,21,0,14,7.6,2.6,0.32,0
1,1,2,2,4,4,1,0,1,1,0,21,0,12,7.6,2.6,0.32,1
1,1,1,14,5,10,0,0,1,0,0,21,0,13,7.6,2.6,0.32,0
1,1,1,27,5,10,0,0,0,1,0,21,0,0,7.6,2.6,0.32,1
1,1,22,14,10,9,1,0,1,0,0,21,0,13,7.6,2.6,0.32,0
1,1,22,27,12,12,0,0,1,0,0,21,0,14,7.6,2.6,0.32,0
1,1,19,24,13,13,0,0,1,0,0,21,0,0,7.6,2.6,0.32,1
1,1,1,1,5,5,1,0,1,1,0,21,0,13,7.6,2.6,0.32,0
1,6,1,20,5,12,1,0,1,0,1,21,0,0,7.6,2.6,0.32,1
1,1,1,1,10,10,0,1,0,1,0,21,0,11,7.6,2.6,0.32,1
1,1,1,27,10,10,1,0,1,0,0,21,0,12,7.6,2.6,0.32,0
1,1,19,24,1,1,1,0,1,0,0,21,0,11,7.6,2.6,0.32,1
1,6,22,1,10,5,0,0,1,0,0,21,0,15,7.6,2.6,0.32,0
1,1,23,14,10,4,1,0,1,0,0,21,0,13,7.6,2.6,0.32,0
1,1,1,14,6,4,1,0,1,1,0,21,0,12,7.6,2.6,0.32,1
1,1,23,28,23,30,0,0,1,1,0,21,0,12,7.6,2.6,0.32,0
1,1,19,14,1,4,1,0,1,0,1,21,0,0,7.6,2.6,0.32,1
1,1,23,1,10,9,0,0,1,1,0,21,0,10,7.6,2.6,0.32,1
1,1,6,9,5,6,0,0,1,1,0,21,0,13,7.6,2.6,0.32,0
1,1,23,27,10,9,0,0,1,0,0,21,0,13,7.6,2.6,0.32,0
1,1,1,14,6,6,0,0,1,0,0,21,0,13,7.6,2.6,0.32,0
1,1,13,27,12,6,1,0,1,1,0,21,0,12,7.6,2.6,0.32,1
1,1,22,27,10,7,1,0,1,1,0,21,0,0,7.6,2.6,0.32,1
1,1,1,1,5,7,1,0,1,0,0,21,0,12,7.6,2.6,0.32,0
1,1,1,28,10,12,0,0,1,0,0,21,0,12,7.6,2.6,0.32,0
1,1,22,28,9,8,1,0,1,0,1,21,0,12,7.6,2.6,0.32,1
1,1,13,28,5,1,1,0,1,1,0,20,0,11,7.6,2.6,0.32,0
1,1,13,27,10,8,1,0,1,0,1,20,0,10,7.6,2.6,0.32,0
1,1,23,27,10,8,0,0,1,0,0,20,0,12,7.6,2.6,0.32,0
1,1,13,14,6,6,1,0,1,0,0,20,0,12,7.6,2.6,0.32,0
1,1,1,27,10,11,1,0,1,0,0,20,0,11,7.6,2.6,0.32,1
1,1,19,24,12,12,1,0,1,0,0,20,0,12,7.6,2.6,0.32,1
1,1,13,14,5,1,1,0,1,0,0,20,0,11,7.6,2.6,0.32,0
1,1,1,14,10,10,1,0,0,0,0,20,0,12,7.6,2.6,0.32,1
1,1,1,1,10,11,0,0,0,0,0,20,0,11,7.6,2.6,0.32,1
1,1,22,27,10,4,0,0,1,0,0,20,0,14,7.6,2.6,0.32,0
1,1,13,14,10,10,1,0,1,0,0,20,0,14,7.6,2.6,0.32,0
1,1,1,3,4,3,1,0,1,0,0,20,0,13,7.6,2.6,0.32,0
1,1,13,14,6,8,0,0,1,1,0,20,0,11,7.6,2.6,0.32,0
0,1,1,1,10,10,0,0,1,1,0,20,0,12,7.6,2.6,0.32,0
1,1,22,27,6,6,0,0,1,0,0,20,0,12,7.6,2.6,0.32,0
1,1,23,10,8,1,0,0,0,0,1,20,0,11,7.6,2.6,0.32,1
1,1,13,1,5,8,1,0,1,1,0,20,1,0,7.6,2.6,0.32,0
1,1,19,28,1,4,0,0,1,1,0,20,0,10,7.6,2.6,0.32,1
1,1,13,26,12,8,1,0,1,0,0,20,0,13,7.6,2.6,0.32,0
1,1,13,28,6,10,1,0,1,0,1,20,0,12,7.6,2.6,0.32,0
1,1,1,1,6,6,0,0,1,0,0,20,0,13,7.6,2.6,0.32,0
1,1,1,1,3,3,1,0,1,0,0,20,0,14,7.6,2.6,0.32,1
1,1,22,27,10,8,1,0,1,0,0,20,0,11,7.6,2.6,0.32,1
1,1,1,1,4,4,1,0,1,0,0,20,0,12,7.6,2.6,0.32,0
1,1,1,1,5,10,1,0,1,1,1,20,0,13,7.6,2.6,0.32,0
1,1,21,27,1,1,1,0,1,1,0,20,0,12,7.6,2.6,0.32,0
1,1,13,14,12,12,0,0,1,0,0,20,0,12,7.6,2.6,0.32,0
1,1,3,1,3,4,0,0,1,1,0,20,0,12,7.6,2.6,0.32,0
1,1,13,14,5,4,1,0,1,1,0,20,0,11,7.6,2.6,0.32,0
1,1,13,14,5,1,1,0,1,1,0,20,0,14,7.6,2.6,0.32,0
1,1,17,28,10,9,1,0,1,1,0,20,0,0,7.6,2.6,0.32,0
1,1,13,3,5,1,1,0,0,1,0,20,0,12,7.6,2.6,0.32,1
1,1,22,14,10,9,0,0,1,0,0,20,0,11,7.6,2.6,0.32,0
1,1,22,27,10,10,1,0,1,0,1,20,0,0,7.6,2.6,0.32,0
1,1,13,7,1,1,1,0,1,0,1,20,0,0,7.6,2.6,0.32,1
1,1,13,14,5,9,1,0,1,0,1,20,0,13,7.6,2.6,0.32,0
1,1,19,14,4,1,1,0,0,0,0,20,0,11,7.6,2.6,0.32,1
1,1,13,27,5,6,1,0,1,0,0,20,0,12,7.6,2.6,0.32,0
1,6,19,24,1,1,1,0,1,1,0,20,0,12,7.6,2.6,0.32,1
1,1,19,24,1,1,0,0,1,1,0,20,0,0,7.6,2.6,0.32,1
1,1,23,28,1,6,0,0,1,1,0,20,0,5,7.6,2.6,0.32,1
1,1,1,14,10,10,1,0,1,1,1,20,0,12,7.6,2.6,0.32,0
1,1,3,3,3,3,0,0,1,1,0,20,0,13,7.6,2.6,0.32,0
1,1,22,27,10,10,1,1,1,0,0,20,0,15,7.6,2.6,0.32,0
1,1,23,27,10,10,1,0,1,0,0,20,0,13,7.6,2.6,0.32,0
1,1,13,27,10,8,1,0,1,0,0,20,0,11,7.6,2.6,0.32,0
1,1,22,27,10,10,1,0,1,0,0,20,0,12,7.6,2.6,0.32,0
1,1,22,27,12,12,1,0,1,1,0,20,0,11,7.6,2.6,0.32,0
1,1,13,1,5,4,1,0,1,0,0,20,0,12,7.6,2.6,0.32,0
1,1,23,14,4,11,1,0,1,0,0,20,0,12,7.6,2.6,0.32,0
1,1,2,1,3,5,1,0,1,1,0,20,0,14,7.6,2.6,0.32,0
1,1,22,1,6,4,1,0,1,1,0,20,0,13,7.6,2.6,0.32,0
1,6,22,27,10,10,1,0,1,0,0,20,0,15,7.6,2.6,0.32,0
1,1,11,12,12,12,1,0,1,0,0,20,0,12,7.6,2.6,0.32,0
1,1,22,27,10,10,1,0,1,1,0,20,0,11,7.6,2.6,0.32,1
1,1,22,27,10,7,1,0,1,0,1,20,0,11,7.6,2.6,0.32,0
1,1,13,14,5,5,1,0,1,0,0,20,0,12,7.6,2.6,0.32,0
1,1,22,27,11,7,1,0,1,0,0,20,0,13,7.6,2.6,0.32,0
1,1,22,27,5,4,1,0,1,0,0,20,0,13,7.6,2.6,0.32,0
1,1,22,28,10,9,1,0,1,0,0,20,0,13,7.6,2.6,0.32,0
1,1,22,27,10,10,1,0,0,0,1,20,0,11,7.6,2.6,0.32,1
1,1,22,27,10,10,1,0,1,0,0,20,0,12,7.6,2.6,0.32,0
1,1,22,27,10,10,1,0,1,0,0,20,0,11,7.6,2.6,0.32,0
1,1,19,28,1,6,1,0,1,0,0,20,0,11,7.6,2.6,0.32,0
1,1,22,27,1,6,1,0,1,0,0,20,0,0,7.6,2.6,0.32,1
0,1,13,27,10,10,1,0,1,0,0,20,0,0,7.6,2.6,0.32,0
1,1,22,1,8,1,0,0,1,0,0,20,0,12,7.6,2.6,0.32,0
1,1,19,28,1,8,1,0,1,0,0,20,0,12,7.6,2.6,0.32,1
1,1,13,27,8,8,1,0,1,1,0,20,0,13,7.6,2.6,0.32,0
1,1,23,14,5,12,0,1,0,1,0,20,0,11,7.6,2.6,0.32,1
1,1,1,1,5,9,1,0,1,0,0,20,0,13,7.6,2.6,0.32,0
1,1,22,27,12,12,0,0,1,0,0,19,0,15,7.6,2.6,0.32,0
1,1,22,27,10,10,1,0,1,0,0,19,0,13,7.6,2.6,0.32,0
1,1,10,14,10,10,1,0,1,0,0,19,0,0,7.6,2.6,0.32,1
1,1,1,28,5,8,0,0,1,0,0,19,0,13,7.6,2.6,0.32,0
1,1,23,27,7,7,0,0,1,0,0,19,0,12,7.6,2.6,0.32,1
1,1,1,14,6,5,0,0,1,0,0,19,0,14,7.6,2.6,0.32,0
1,1,2,28,5,6,1,0,1,0,0,19,0,12,7.6,2.6,0.32,0
1,1,7,14,12,7,0,0,1,0,0,19,0,14,7.6,2.6,0.32,0
1,1,9,9,12,12,0,0,1,0,0,19,0,14,7.6,2.6,0.32,0
1,1,22,27,10,10,0,0,1,0,0,19,0,12,7.6,2.6,0.32,0
1,1,1,14,8,6,1,0,1,0,0,19,0,12,7.6,2.6,0.32,0
1,6,1,27,10,10,1,0,1,0,0,19,0,13,7.6,2.6,0.32,0
1,1,1,1,10,2,1,0,1,0,0,19,0,14,7.6,2.6,0.32,0
1,1,13,27,3,8,0,0,1,0,0,19,0,11,7.6,2.6,0.32,0
1,1,23,28,6,8,0,0,1,0,0,19,0,10,7.6,2.6,0.32,0
1,1,19,24,1,1,0,0,1,0,0,19,0,11,7.6,2.6,0.32,0
1,1,23,27,10,10,1,0,1,0,0,19,0,12,7.6,2.6,0.32,0
1,1,1,1,12,4,0,0,1,0,1,19,0,0,7.6,2.6,0.32,1
1,1,7,1,3,5,1,0,1,0,0,19,0,0,7.6,2.6,0.32,1
1,1,3,1,3,6,0,0,1,0,0,19,0,0,7.6,2.6,0.32,1
1,1,23,14,12,12,0,0,1,0,0,19,0,13,7.6,2.6,0.32,0
1,1,22,27,10,4,1,0,1,0,0,19,0,12,7.6,2.6,0.32,0
1,1,13,3,4,3,1,1,1,0,1,19,0,0,7.6,2.6,0.32,1
1,1,13,27,10,10,1,0,1,0,1,19,0,12,7.6,2.6,0.32,0
1,1,13,27,1,1,1,0,1,0,0,19,0,0,7.6,2.6,0.32,1
1,1,1,1,5,12,1,0,1,1,0,19,0,12,7.6,2.6,0.32,1
1,1,11,9,1,1,1,0,0,1,0,19,0,0,7.6,2.6,0.32,1
1,1,1,1,3,11,0,0,1,1,0,19,0,13,7.6,2.6,0.32,1
1,1,1,28,2,8,0,0,1,0,0,19,0,15,7.6,2.6,0.32,0
1,1,23,27,6,7,1,0,1,0,1,19,0,13,7.6,2.6,0.32,0
1,1,22,27,6,10,1,0,1,0,0,19,0,13,7.6,2.6,0.32,1
1,1,13,14,1,6,1,0,1,0,0,19,0,12,7.6,2.6,0.32,0
1,1,23,28,8,9,1,0,1,0,0,19,0,12,7.6,2.6,0.32,0
1,1,19,28,1,8,1,1,0,0,0,19,0,5,7.6,2.6,0.32,1
1,1,1,14,3,11,1,0,1,0,0,19,0,12,7.6,2.6,0.32,0
1,1,13,27,5,10,0,0,1,1,0,19,0,14,7.6,2.6,0.32,0
1,1,22,11,5,12,1,0,1,1,0,19,0,0,7.6,2.6,0.32,1
1,1,13,14,8,4,0,0,1,1,0,19,0,13,7.6,2.6,0.32,0
1,1,1,27,5,10,1,0,1,0,0,19,0,12,7.6,2.6,0.32,0
1,1,22,27,10,10,1,0,1,1,0,19,0,0,7.6,2.6,0.32,1
1,1,1,27,5,10,0,0,1,1,0,19,0,12,7.6,2.6,0.32,0
1,1,22,28,7,10,0,0,1,0,0,19,0,14,7.6,2.6,0.32,0
1,1,23,28,10,8,1,0,1,1,0,19,0,12,7.6,2.6,0.32,0
1,1,1,14,5,5,0,0,1,1,0,19,0,12,7.6,2.6,0.32,0
1,1,22,27,10,10,1,0,1,1,0,19,0,0,7.6,2.6,0.32,1
1,1,22,28,10,6,1,0,1,0,0,19,0,12,7.6,2.6,0.32,0
1,1,1,1,5,3,1,0,1,1,0,19,0,12,7.6,2.6,0.32,0
1,1,13,9,1,1,1,0,1,1,0,19,0,12,7.6,2.6,0.32,0
1,1,13,2,10,4,1,0,1,0,0,19,0,12,7.6,2.6,0.32,0
1,1,13,14,8,10,1,0,1,0,0,19,0,11,7.6,2.6,0.32,0
1,1,3,3,3,3,1,0,1,0,0,19,0,14,7.6,2.6,0.32,0
1,1,1,27,5,11,0,0,1,0,0,19,0,14,7.6,2.6,0.32,0
